Datetime;Open;High;Low;Close
2024-01-01 23:00:00;2064.593;2066.002;2062.633;2063.543
2024-01-02 00:00:00;2063.608;2065.773;2062.165;2065.34
2024-01-02 01:00:00;2065.341;2069.9;2064.861;2066.536
2024-01-02 02:00:00;2066.512;2068.267;2063.862;2067.669
2024-01-02 03:00:00;2067.693;2070.338;2066.393;2069.487
2024-01-02 04:00:00;2069.492;2070.666;2068.823;2069.5
2024-01-02 05:00:00;2069.567;2074.753;2069.37;2074.31
2024-01-02 06:00:00;2074.307;2076.662;2072.804;2074.141
2024-01-02 07:00:00;2074.076;2076.358;2073.065;2073.065
2024-01-02 08:00:00;2073.13;2074.406;2071.699;2073.218
2024-01-02 09:00:00;2073.274;2078.877;2073.185;2077.032
2024-01-02 10:00:00;2077.048;2077.753;2073.441;2075.949
2024-01-02 11:00:00;2075.936;2076.18;2068.215;2069.221
2024-01-02 12:00:00;2069.177;2069.498;2065.015;2067.869
2024-01-02 13:00:00;2067.829;2071.026;2064.796;2066.248
2024-01-02 14:00:00;2066.306;2070.375;2062.134;2070.325
2024-01-02 15:00:00;2070.366;2070.687;2056.099;2059.306
2024-01-02 16:00:00;2059.336;2067.589;2059.095;2066.095
2024-01-02 17:00:00;2066.041;2066.897;2061.791;2062.681
2024-01-02 18:00:00;2062.724;2064.933;2060.52;2061.16
2024-01-02 19:00:00;2061.158;2062.176;2060.405;2060.946
2024-01-02 20:00:00;2060.99;2061.579;2057.837;2058.195
2024-01-02 21:00:00;2058.241;2059.232;2057.993;2058.855
2024-01-02 23:00:00;2058.797;2059.874;2058.413;2059.476
2024-01-03 00:00:00;2059.578;2062.108;2059.226;2060.197
2024-01-03 01:00:00;2060.185;2062.557;2059.435;2062.379
2024-01-03 02:00:00;2062.41;2065.189;2061.595;2064.694
2024-01-03 03:00:00;2064.69;2065.548;2063.262;2065.072
2024-01-03 04:00:00;2065.023;2065.534;2064.354;2064.764
2024-01-03 05:00:00;2064.762;2065.974;2063.401;2064.061
2024-01-03 06:00:00;2064.024;2065.33;2063.377;2064.3
2024-01-03 07:00:00;2064.268;2064.32;2060.808;2062.917
2024-01-03 08:00:00;2062.857;2064.335;2058.833;2060.096
2024-01-03 09:00:00;2060.135;2060.574;2054.243;2056.8
2024-01-03 10:00:00;2056.745;2057.16;2052.64;2054.847
2024-01-03 11:00:00;2054.851;2055.634;2046.614;2047.617
2024-01-03 12:00:00;2047.648;2048.363;2041.728;2045.713
2024-01-03 13:00:00;2045.746;2047.985;2038.647;2040.971
